CODE,TITLE
8156,ผู้ควบคุมเครื่องจักรทำรองเท้าและเครื่องจักรที่เกี่ยวข้อง
8157,ผู้ควบคุมเครื่องจักรด้านการซักรีด
8159,ผู้ควบคุมเครื่องจักรผลิตผลิตภัณฑ์สิ่งทอ ขนสัตว์  และหนังฟอก  ซึ่งมิได้จัดประเภทไว้ในที่อื่น
8160,ผู้ควบคุมเครื่องจักรผลิตผลิตภัณฑ์อาหารและผลิตภัณฑ์ที่เกี่ยวข้อง
8171,ผู้ควบคุมเครื่องจักรโรงงานผลิตเยื่อกระดาษและกระดาษ
8172,ผู้ควบคุมเครื่องจักรโรงงานแปรรูปไม้
8181,ผู้ปฏิบัติงานเครื่องจักรโรงงานผลิตแก้วและเซรามิก
8182,ผู้ปฏิบัติงานเครื่องจักรไอน้ำและหม้อน้ำ (boiler)
8183,ผู้ปฏิบัติงานเครื่องจักรที่ใช้ในการห่อและบรรจุผลิตภัณฑ์   การบรรจุขวด  และการติดฉลาก
8189,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรอื่นๆ  ชนิดติดตั้งประจำที่   ซึ่งมิได้จัดประเภทไว้ในที่อื่น
8211,ผู้ประกอบเครื่องจักรกล
8212,ผู้ประกอบอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์
8219,ผู้ปฏิบัติงานด้านการประกอบ  ซึ่งมิได้จัดประเภทไว้ในที่อื่น
8311,ผู้ขับหัวรถจักร
8312,พนักงานห้ามล้อรถไฟ   พนักงานส่งสัญญาณรถไฟ  และพนักงานสับเปลี่ยนรถไฟ
8321,ผู้ขับขี่รถจักรยานยนต์
8322,ผู้ขับรถยนต์ รถแท็กซี่  และรถตู้
8331,ผู้ขับรถโดยสารและรถราง
8332,ผู้ขับรถบรรทุกขนาดใหญ่
8341,ผู้ควบคุมเครื่องจักรโรงงานชนิดเคลื่อนที่ได้ที่ใช้ในด้านการเกษตรและป่าไม้
8342,ผู้ควบคุมเครื่องจักรขนย้ายดินและหิน   และเครื่องจักรโรงงานที่เกี่ยวข้อง
8343,ผู้ควบคุมปั้นจั่น รอกยก และเครื่องจักรโรงงานที่เกี่ยวข้อง
8344,ผู้ควบคุมรถยกสินค้า
8350,ลูกเรือบนเรือและผู้ปฏิบัติงานอื่นๆ ที่เกี่ยวข้อง
9111,คนงานและผู้ช่วยทำความสะอาดที่พักอาศัย
9112,คนงาน และผู้ช่วยทำความสะอาดสำนักงาน โรงแรม  และสถานประกอบการอื่นๆ
9121,คนงานซักรีดเสื้อผ้าด้วยมือ
9122,คนงานทำความสะอาดยานพาหนะ
9123,คนงานทำความสะอาดหน้าต่าง
9129,คนงานทำความสะอาดอื่นๆ
9211,คนงานปลูกพืชผัก
9212,คนงานเลี้ยงสัตว์
9213,คนงานปลูกพืชร่วมกับเลี้ยงสัตว์
9214,คนงานปลูกพืชสวนและไม้ดอกไม้ประดับ 
9215,คนงานป่าไม้
9216,คนงานประมงและเพาะเลี้ยงสัตว์น้ำ
9311,คนงานเหมืองแร่และเหมืองหิน
9312,คนงานก่อสร้างและบำรุงรักษาถนน  เขื่อน  และงานวิศวกรรมโยธาอื่นๆ ที่คล้ายกัน
9313,คนงานก่อสร้างอาคาร  สิ่งปลูกสร้าง
9321,คนงานบรรจุผลิตภัณฑ์ด้วยมือ
9329,คนงานด้านการผลิต  ซึ่งมิได้จัดประเภทไว้ในที่อื่น
9331,คนงานขับเคลื่อนยานพาหนะโดยใช้มือหรือเท้า
9332,คนงานขับเคลื่อนยานพาหนะและเครื่องจักรต่าง ๆ ที่ลากจูงโดยสัตว์
9333,คนงานขนถ่ายสินค้า
9334,คนงานเติมสินค้าบนชั้นวาง
9411,ผู้ประกอบอาหารจานด่วน
9412,ผู้ช่วยงานครัว
9510,ผู้ให้บริการตามถนนและสถานที่ที่คล้ายกัน
9520,ผู้จำหน่ายสินค้าตามถนน  (ยกเว้นอาหารพร้อมบริโภค)
9611,คนเก็บขยะและวัสดุที่สามารถนำกลับมาใช้ใหม่
9612,คนงานคัดแยกขยะ
9613,คนกวาดถนนและผู้ใช้แรงงานที่เกี่ยวข้อง
9621,พนักงานรับส่งข่าวสาร หีบห่อสิ่งของ  และสัมภาระ
9622,คนงานรับจ้างทั่วไป
9623,คนจดมาตรวัดและเก็บเงินจากเครื่องจำหน่ายสินค้าอัตโนมัติ
9624,คนตักน้ำและเก็บฟืน
9629,ผู้ประกอบอาชีพงานพื้นฐานอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น
